"subjectid_text","batchid_text","subjectid_text.1"
"Fst122","1","Fst122"
"Fst123","1","Fst123"
"Fst124","0","Fst124"
"Fst125","0","Fst125"
"Fst126","0","Fst126"
"Fst127","1","Fst127"
"Fst128","1","Fst128"
"Fst129","1","Fst129"
"Fst130","0","Fst130"
"Fst131","1","Fst131"
"Fst132","1","Fst132"
"Fst133","1","Fst133"
"Fst134","1","Fst134"
"Fst135","0","Fst135"
"Fst136","1","Fst136"
"Fst137","1","Fst137"
"Fst138","0","Fst138"
"Fst139","1","Fst139"
"Fst140","0","Fst140"
"Fst141","1","Fst141"
"Fst142","0","Fst142"
"Fst143","1","Fst143"
"Fst144","0","Fst144"
"Fst145","0","Fst145"
"Fst146","1","Fst146"
"Fst147","0","Fst147"
"Fst148","1","Fst148"
"Fst149","1","Fst149"
"Fst150","0","Fst150"
"Fst151","0","Fst151"
"Fst152","1","Fst152"
"Fst153","1","Fst153"
"Fst154","1","Fst154"
"Fst155","0","Fst155"
"Fst156","1","Fst156"
"Fst157","0","Fst157"
"Fst158","1","Fst158"
"Fst159","0","Fst159"
"Fst160","0","Fst160"
"Fst161","0","Fst161"
"Fst162","0","Fst162"
"Fst163","0","Fst163"
"Fst164","1","Fst164"
"Fst165","0","Fst165"
"Fst166","0","Fst166"
"Fst167","0","Fst167"
"Fst168","1","Fst168"
"Fst169","0","Fst169"
"Fst170","0","Fst170"
"Fst171","0","Fst171"
"Fst172","0","Fst172"
"Fst173","1","Fst173"
"Fst174","1","Fst174"
"Fst175","0","Fst175"
"Fst176","0","Fst176"
"Fst177","0","Fst177"
"Fst178","1","Fst178"
"Fst179","0","Fst179"
"Fst180","1","Fst180"
"Fst181","1","Fst181"
"Fst182","1","Fst182"
"Fst183","1","Fst183"
"Fst184","1","Fst184"
"Fst185","1","Fst185"
"Fst186","0","Fst186"
"Fst187","0","Fst187"
"Fst188","1","Fst188"
"Fst189","0","Fst189"
"Fst190","0","Fst190"
"Fst191","1","Fst191"
"Fst192","0","Fst192"
"Fst193","0","Fst193"
"Fst194","0","Fst194"
"Fst195","1","Fst195"
"Fst196","1","Fst196"
"Fst197","1","Fst197"
"Fst198","1","Fst198"
"Fst199","1","Fst199"
"Fst200","1","Fst200"
"Fst201","0","Fst201"
"Fst202","1","Fst202"
"Fst203","0","Fst203"
"Fst204","1","Fst204"
"Fst205","1","Fst205"
"Fst206","0","Fst206"
"Fst207","0","Fst207"
"Fst208","0","Fst208"
"Fst209","0","Fst209"
"Fst210","0","Fst210"
"Fst211","1","Fst211"
"Fst212","1","Fst212"
"Fst213","0","Fst213"
"Fst214","0","Fst214"
"Fst215","1","Fst215"
"Fst216","1","Fst216"
"Fst217","1","Fst217"
"Fst218","1","Fst218"
"Fst219","1","Fst219"
"Fst220","0","Fst220"
"Fst221","1","Fst221"
"Fst222","0","Fst222"
"Fst223","1","Fst223"
"Fst224","1","Fst224"
"Fst225","0","Fst225"
"Fst226","1","Fst226"
"Fst227","1","Fst227"
"Fst228","1","Fst228"
"Fst229","0","Fst229"
"Fst230","1","Fst230"
"Fst231","1","Fst231"
"Fst232","0","Fst232"
"Fst233","0","Fst233"
"Fst234","1","Fst234"
"Fst235","0","Fst235"
"Fst236","0","Fst236"
"Fst237","1","Fst237"
"Fst238","0","Fst238"
"Fst239","0","Fst239"
"Fst240","0","Fst240"
"Fst241","1","Fst241"
"Fst242","1","Fst242"
"Fst243","0","Fst243"
"Fst244","0","Fst244"
"Fst245","0","Fst245"
"Fst246","0","Fst246"
"Fst247","1","Fst247"
"Fst248","0","Fst248"
"Fst249","0","Fst249"
"Fst250","1","Fst250"
"Fst251","0","Fst251"
"Fst252","0","Fst252"
"Fst253","1","Fst253"
"Fst254","0","Fst254"
"Fst255","0","Fst255"
"Fst256","1","Fst256"
"Fst257","1","Fst257"
"Fst258","0","Fst258"
"Fst259","1","Fst259"
"Fst260","1","Fst260"
"Fst261","1","Fst261"
"Fst262","1","Fst262"
"Fst263","0","Fst263"
"Fst264","1","Fst264"
"Fst265","1","Fst265"
"Fst266","0","Fst266"
"Fst267","1","Fst267"
"Fst268","0","Fst268"
"Fst269","1","Fst269"
"Fst270","0","Fst270"
"Fst271","0","Fst271"
"Fst272","0","Fst272"
"Fst273","0","Fst273"
"Fst274","0","Fst274"
"Fst275","1","Fst275"
"Fst276","1","Fst276"
"Fst277","0","Fst277"
"Fst278","0","Fst278"
"Fst279","0","Fst279"
"Fst280","0","Fst280"
"Fst281","0","Fst281"
"Fst282","0","Fst282"
"Fst283","0","Fst283"
"Fst284","0","Fst284"
"Fst285","0","Fst285"
"Fst286","0","Fst286"
"Fst287","0","Fst287"
"Fst288","0","Fst288"
"Fst289","0","Fst289"
"Fst290","0","Fst290"
"Fst291","1","Fst291"
"Fst292","0","Fst292"
"Fst293","0","Fst293"
"Fst294","1","Fst294"
"Fst295","0","Fst295"
"Fst296","1","Fst296"
"Fst297","1","Fst297"
"Fst298","1","Fst298"
"Fst299","1","Fst299"
"Fst300","0","Fst300"
"Fst301","0","Fst301"
"Fst302","1","Fst302"
"Fst303","0","Fst303"
"Fst304","0","Fst304"
"Fst305","1","Fst305"
"Fst306","1","Fst306"
"Fst307","1","Fst307"
"Fst308","0","Fst308"
"Fst309","1","Fst309"
"Fst310","1","Fst310"
"Fst311","1","Fst311"
"Fst312","0","Fst312"
"Fst313","0","Fst313"
"Fst314","0","Fst314"
"Fst315","0","Fst315"
"Fst316","1","Fst316"
"Fst317","1","Fst317"
"Fst318","1","Fst318"
"Fst319","0","Fst319"
"Fst320","1","Fst320"
"Fst321","1","Fst321"
"Fst322","0","Fst322"
"Fst323","1","Fst323"
"Fst324","1","Fst324"
"Fst325","0","Fst325"
"Fst326","1","Fst326"
"Fst327","0","Fst327"
"Fst328","1","Fst328"
"Fst329","0","Fst329"
"Fst330","0","Fst330"
"Fst331","0","Fst331"
"Fst332","0","Fst332"
"Fst333","0","Fst333"
"Fst334","1","Fst334"
"Fst335","1","Fst335"
"Fst336","1","Fst336"
"Fst337","0","Fst337"
"Fst338","0","Fst338"
"Fst339","1","Fst339"
"Fst340","0","Fst340"
"Fst341","1","Fst341"
"Fst342","1","Fst342"
"Fst343","0","Fst343"
"Fst344","0","Fst344"
"Fst345","0","Fst345"
"Fst346","1","Fst346"
"Fst347","1","Fst347"
"Fst348","0","Fst348"
"Fst349","0","Fst349"
"Fst350","1","Fst350"
"Fst351","0","Fst351"
"Fst352","1","Fst352"
"Fst353","0","Fst353"
"Fst354","0","Fst354"
"Fst355","0","Fst355"
"Fst356","1","Fst356"
"Fst357","0","Fst357"
"Fst358","0","Fst358"
"Fst359","0","Fst359"
"Fst360","0","Fst360"
"Fst361","0","Fst361"
"Fst362","0","Fst362"
"Fst363","1","Fst363"
"Fst364","1","Fst364"
"Fst365","1","Fst365"
"Fst366","1","Fst366"
"Fst367","0","Fst367"
"Fst368","1","Fst368"
"Fst369","0","Fst369"
"Fst370","1","Fst370"
"Fst371","1","Fst371"
"Fst372","1","Fst372"
"Fst373","1","Fst373"
"Fst374","1","Fst374"
"Fst375","1","Fst375"
"Fst376","0","Fst376"
"Fst377","1","Fst377"
"Fst378","0","Fst378"
"Fst379","0","Fst379"
"Fst380","1","Fst380"
"Fst381","1","Fst381"
"Fst382","1","Fst382"
"Fst383","1","Fst383"
"Fst384","1","Fst384"
"Fst385","1","Fst385"
"Fst386","1","Fst386"
"Fst387","0","Fst387"
"Fst388","1","Fst388"
"Fst389","1","Fst389"
"Fst390","0","Fst390"
"Fst391","0","Fst391"
"Fst392","1","Fst392"
"Fst393","0","Fst393"
"Fst394","0","Fst394"
"Fst395","1","Fst395"
"Fst396","0","Fst396"
"Fst397","1","Fst397"
"Fst398","1","Fst398"
"Fst399","1","Fst399"
"Fst400","0","Fst400"
"Fst401","0","Fst401"
"Fst402","0","Fst402"
"Fst403","0","Fst403"
"Fst404","1","Fst404"
"Fst405","1","Fst405"
"Fst406","0","Fst406"
"Fst407","0","Fst407"
"Fst408","0","Fst408"
"Fst409","0","Fst409"
"Fst410","1","Fst410"
"Fst411","1","Fst411"
"Fst412","0","Fst412"
"Fst413","1","Fst413"
"Fst414","1","Fst414"
"Fst415","0","Fst415"
"Fst416","0","Fst416"
"Fst417","1","Fst417"
"Fst418","1","Fst418"
"Fst419","0","Fst419"
"Fst420","0","Fst420"
"Fst421","0","Fst421"
"Fst422","1","Fst422"
"Fst423","1","Fst423"
"Fst424","0","Fst424"
"Fst425","0","Fst425"
"Fst426","1","Fst426"
"Fst427","0","Fst427"
"Fst428","0","Fst428"
"Fst429","0","Fst429"
"Fst430","1","Fst430"
"Fst431","0","Fst431"
"Fst432","0","Fst432"
"Fst433","1","Fst433"
"Fst434","1","Fst434"
"Fst435","1","Fst435"
"Fst436","1","Fst436"
"Fst437","0","Fst437"
"Fst438","1","Fst438"
"Fst439","0","Fst439"
"Fst440","0","Fst440"
"Fst441","1","Fst441"
"Fst442","1","Fst442"
"Fst443","1","Fst443"
"Fst444","0","Fst444"
"Fst445","0","Fst445"
"Fst446","1","Fst446"
"Fst447","0","Fst447"
"Fst448","0","Fst448"
"Fst449","1","Fst449"
"Fst450","0","Fst450"
"Fst451","0","Fst451"
"Fst452","1","Fst452"
"Fst453","0","Fst453"
"Fst454","1","Fst454"
"Fst455","0","Fst455"
"Fst456","0","Fst456"
"Fst457","1","Fst457"
"Fst458","1","Fst458"
"Fst459","1","Fst459"
"Fst460","0","Fst460"
"Fst461","0","Fst461"
"Fst462","1","Fst462"
"Fst463","1","Fst463"
"Fst464","0","Fst464"
"Fst465","0","Fst465"
"Fst466","1","Fst466"
"Fst467","1","Fst467"
"Fst468","0","Fst468"
"Fst469","0","Fst469"
"Fst470","1","Fst470"
"Fst471","0","Fst471"
"Fst472","0","Fst472"
"Fst473","1","Fst473"
"Fst474","1","Fst474"
"Fst475","0","Fst475"
"Fst476","0","Fst476"
"Fst477","1","Fst477"
"Fst478","0","Fst478"
"Fst479","1","Fst479"
"Fst480","1","Fst480"
"Fst481","0","Fst481"
"Fst482","1","Fst482"
"Fst483","1","Fst483"
"Fst484","1","Fst484"
"Fst485","0","Fst485"
"Fst486","1","Fst486"
"Fst487","0","Fst487"
"Fst488","0","Fst488"
"Fst489","0","Fst489"
"Fst490","0","Fst490"
"Fst491","0","Fst491"
"Fst492","0","Fst492"
"Fst493","1","Fst493"
"Fst494","0","Fst494"
"Fst495","0","Fst495"
"Fst496","0","Fst496"
"Fst497","1","Fst497"
"Fst498","1","Fst498"
"Fst499","0","Fst499"
"Fst500","0","Fst500"
"Fst501","0","Fst501"
"Fst502","1","Fst502"
"Fst503","0","Fst503"
"Fst504","0","Fst504"
"Fst505","0","Fst505"
"Fst506","1","Fst506"
"Fst507","1","Fst507"
"Fst508","0","Fst508"
"Fst509","1","Fst509"
"Fst510","1","Fst510"
"Fst511","1","Fst511"
"Fst512","1","Fst512"
"Fst513","1","Fst513"
"Fst514","0","Fst514"
"Fst515","1","Fst515"
"Fst516","1","Fst516"
"Fst517","1","Fst517"
"Fst518","1","Fst518"
"Fst519","1","Fst519"
"Fst520","0","Fst520"
"Fst521","0","Fst521"
"Fst522","0","Fst522"
"Fst523","1","Fst523"
"Fst524","0","Fst524"
"Fst525","0","Fst525"
"Fst526","1","Fst526"
"Fst527","1","Fst527"
"Fst528","1","Fst528"
"Fst529","1","Fst529"
"Fst530","0","Fst530"
"Fst531","0","Fst531"
"Fst532","1","Fst532"
"Fst533","0","Fst533"
"Fst534","1","Fst534"
"Fst535","1","Fst535"
"Fst536","0","Fst536"
"Fst537","0","Fst537"
"Fst538","1","Fst538"
"Fst539","1","Fst539"
"Fst540","1","Fst540"
"Fst541","1","Fst541"
"Fst542","0","Fst542"
"Fst543","0","Fst543"
"Fst544","1","Fst544"
"Fst545","1","Fst545"
"Fst546","1","Fst546"
"Fst547","1","Fst547"
"Fst548","1","Fst548"
"Fst549","1","Fst549"
"Fst550","1","Fst550"
"Fst551","0","Fst551"
"Fst552","0","Fst552"
"Fst553","1","Fst553"
"Fst554","1","Fst554"
"Fst555","0","Fst555"
"Fst556","0","Fst556"
"Fst557","1","Fst557"
"Fst558","0","Fst558"
"Fst559","1","Fst559"
"Fst560","1","Fst560"
"Fst561","1","Fst561"
"Fst562","0","Fst562"
"Fst563","1","Fst563"
"Fst564","0","Fst564"
"Fst565","0","Fst565"
"Fst566","0","Fst566"
"Fst567","1","Fst567"
"Fst568","1","Fst568"
"Fst569","0","Fst569"
"Fst570","1","Fst570"
"Fst571","1","Fst571"
"Fst572","0","Fst572"
"Fst573","1","Fst573"
"Fst574","1","Fst574"
"Fst575","0","Fst575"
"Fst576","1","Fst576"
"Fst577","0","Fst577"
"Fst578","0","Fst578"
"Fst579","0","Fst579"
"Fst580","1","Fst580"
"Fst581","0","Fst581"
"Fst582","0","Fst582"
"Fst583","1","Fst583"
"Fst584","0","Fst584"
"Fst585","0","Fst585"
"Fst586","0","Fst586"
"Fst587","0","Fst587"
"Fst588","1","Fst588"
"Fst589","0","Fst589"
"Fst590","1","Fst590"
"Fst591","1","Fst591"
"Fst592","0","Fst592"
"Fst593","0","Fst593"
"Fst594","1","Fst594"
"Fst595","0","Fst595"
"Fst596","1","Fst596"
"Fst597","0","Fst597"
"Fst598","0","Fst598"
"Fst599","0","Fst599"
"Fst600","1","Fst600"
"Fst601","1","Fst601"
"Fst602","1","Fst602"
"Fst603","0","Fst603"
"Fst604","0","Fst604"
"Fst605","1","Fst605"
"Fst606","1","Fst606"
"Fst607","1","Fst607"
"Fst608","1","Fst608"
"Fst609","0","Fst609"
"Fst610","1","Fst610"
"Fst611","0","Fst611"
"Fst612","1","Fst612"
"Fst613","1","Fst613"
"Fst614","1","Fst614"
"Fst615","1","Fst615"
"Fst616","0","Fst616"
"Fst617","0","Fst617"
"Fst618","0","Fst618"
"Fst619","0","Fst619"
"Fst620","1","Fst620"
"Fst621","0","Fst621"
"Fst622","1","Fst622"
"Fst623","0","Fst623"
"Fst624","0","Fst624"
"Fst625","0","Fst625"
"Fst626","1","Fst626"
"Fst627","0","Fst627"
"Fst628","1","Fst628"
"Fst629","1","Fst629"
"Fst630","1","Fst630"
"Fst631","0","Fst631"
"Fst632","1","Fst632"
"Fst633","1","Fst633"
"Fst634","1","Fst634"
"Fst635","1","Fst635"
"Fst636","1","Fst636"
"Fst637","1","Fst637"
"Fst638","1","Fst638"
"Fst639","1","Fst639"
"Fst640","0","Fst640"
"Fst641","1","Fst641"
"Fst642","0","Fst642"
"Fst643","1","Fst643"
"Fst644","1","Fst644"
"Fst645","0","Fst645"
"Fst646","0","Fst646"
"Fst647","0","Fst647"
"Fst648","0","Fst648"
"Fst649","0","Fst649"
"Fst650","1","Fst650"
"Fst651","1","Fst651"
"Fst652","0","Fst652"
"Fst653","0","Fst653"
"Fst654","0","Fst654"
"Fst655","1","Fst655"
"Fst656","1","Fst656"
"Fst657","1","Fst657"
"Fst658","1","Fst658"
"Fst659","0","Fst659"
"Fst660","0","Fst660"
"Fst661","0","Fst661"
"Fst662","0","Fst662"
"Fst663","0","Fst663"
"Fst664","1","Fst664"
"Fst665","1","Fst665"
"Fst666","0","Fst666"
"Fst667","0","Fst667"
"Fst668","1","Fst668"
"Fst669","1","Fst669"
"Fst670","1","Fst670"
"Fst671","1","Fst671"
"Fst672","1","Fst672"
"Fst673","0","Fst673"
"Fst674","0","Fst674"
"Fst675","0","Fst675"
"Fst676","0","Fst676"
"Fst677","0","Fst677"
"Fst678","0","Fst678"
"Fst679","0","Fst679"
"Fst680","1","Fst680"
"Fst681","0","Fst681"
"Fst682","0","Fst682"
"Fst683","1","Fst683"
"Fst684","1","Fst684"
"Fst685","1","Fst685"
"Fst686","0","Fst686"
"Fst687","0","Fst687"
"Fst688","1","Fst688"
"Fst689","1","Fst689"
"Fst690","0","Fst690"
"Fst691","0","Fst691"
"Fst692","1","Fst692"
"Fst693","1","Fst693"
"Fst694","1","Fst694"
"Fst695","1","Fst695"
"Fst696","1","Fst696"
"Fst697","1","Fst697"
"Fst698","1","Fst698"
"Fst699","0","Fst699"
"Fst700","1","Fst700"
"Fst701","0","Fst701"
"Fst702","0","Fst702"
"Fst703","1","Fst703"
"Fst704","1","Fst704"
"Fst705","0","Fst705"
"Fst706","1","Fst706"
"Fst707","0","Fst707"
"Fst708","0","Fst708"
"Fst709","1","Fst709"
"Fst710","1","Fst710"
"Fst711","1","Fst711"
"Fst712","0","Fst712"
"Fst713","1","Fst713"
"Fst714","1","Fst714"
"Fst715","0","Fst715"
"Fst716","0","Fst716"
"Fst717","0","Fst717"
"Fst718","0","Fst718"
"Fst719","1","Fst719"
"Fst720","0","Fst720"
"Fst721","0","Fst721"
"Fst722","0","Fst722"
"Fst723","0","Fst723"
"Fst724","0","Fst724"
"Fst725","0","Fst725"
"Fst726","1","Fst726"
"Fst727","0","Fst727"
"Fst728","1","Fst728"
"Fst729","1","Fst729"
"Fst730","0","Fst730"
"Fst731","0","Fst731"
"Fst732","1","Fst732"
"Fst733","1","Fst733"
"Fst734","1","Fst734"
"Fst735","1","Fst735"
"Fst736","0","Fst736"
"Fst737","0","Fst737"
"Fst738","0","Fst738"
"Fst739","1","Fst739"
"Fst740","1","Fst740"
"Fst741","1","Fst741"
"Fst742","0","Fst742"
"Fst743","1","Fst743"
"Fst744","0","Fst744"
"Fst745","0","Fst745"
"Fst746","1","Fst746"
"Fst747","0","Fst747"
"Fst748","1","Fst748"
"Fst749","1","Fst749"
"Fst750","1","Fst750"
