"subjectid_text","batchid_text","subjectid_text.1"
"Fst371","1","Fst371"
"Fst372","1","Fst372"
"Fst373","0","Fst373"
"Fst374","1","Fst374"
"Fst375","1","Fst375"
"Fst376","1","Fst376"
"Fst377","1","Fst377"
"Fst378","1","Fst378"
"Fst379","1","Fst379"
"Fst380","1","Fst380"
"Fst381","0","Fst381"
"Fst382","1","Fst382"
"Fst383","1","Fst383"
"Fst384","0","Fst384"
"Fst385","0","Fst385"
"Fst386","1","Fst386"
"Fst387","1","Fst387"
"Fst388","1","Fst388"
"Fst389","1","Fst389"
"Fst390","0","Fst390"
"Fst391","0","Fst391"
"Fst392","1","Fst392"
"Fst393","0","Fst393"
"Fst394","0","Fst394"
"Fst395","0","Fst395"
"Fst396","1","Fst396"
"Fst397","0","Fst397"
"Fst398","0","Fst398"
"Fst399","1","Fst399"
"Fst400","1","Fst400"
"Fst401","0","Fst401"
"Fst402","0","Fst402"
"Fst403","0","Fst403"
"Fst404","1","Fst404"
"Fst405","1","Fst405"
"Fst406","1","Fst406"
"Fst407","0","Fst407"
"Fst408","0","Fst408"
"Fst409","0","Fst409"
"Fst410","1","Fst410"
"Fst411","1","Fst411"
"Fst412","1","Fst412"
"Fst413","1","Fst413"
"Fst414","0","Fst414"
"Fst415","1","Fst415"
"Fst416","0","Fst416"
"Fst417","0","Fst417"
"Fst418","0","Fst418"
"Fst419","1","Fst419"
"Fst420","0","Fst420"
"Fst421","1","Fst421"
"Fst422","0","Fst422"
"Fst423","0","Fst423"
"Fst424","0","Fst424"
"Fst425","0","Fst425"
"Fst426","0","Fst426"
"Fst427","1","Fst427"
"Fst428","0","Fst428"
"Fst429","1","Fst429"
"Fst430","0","Fst430"
"Fst431","1","Fst431"
"Fst432","0","Fst432"
"Fst433","1","Fst433"
"Fst434","1","Fst434"
"Fst435","1","Fst435"
"Fst436","0","Fst436"
"Fst437","1","Fst437"
"Fst438","1","Fst438"
"Fst439","0","Fst439"
"Fst440","0","Fst440"
"Fst441","0","Fst441"
"Fst442","1","Fst442"
"Fst443","1","Fst443"
"Fst444","1","Fst444"
"Fst445","0","Fst445"
"Fst446","1","Fst446"
"Fst447","0","Fst447"
"Fst448","0","Fst448"
"Fst449","1","Fst449"
"Fst450","1","Fst450"
"Fst451","0","Fst451"
"Fst452","1","Fst452"
"Fst453","0","Fst453"
"Fst454","1","Fst454"
"Fst455","0","Fst455"
"Fst456","0","Fst456"
"Fst457","0","Fst457"
"Fst458","0","Fst458"
"Fst459","0","Fst459"
"Fst460","0","Fst460"
"Fst461","1","Fst461"
"Fst462","0","Fst462"
"Fst463","0","Fst463"
"Fst464","0","Fst464"
"Fst465","1","Fst465"
"Fst466","0","Fst466"
"Fst467","1","Fst467"
"Fst468","1","Fst468"
"Fst469","0","Fst469"
"Fst470","1","Fst470"
"Fst471","1","Fst471"
"Fst472","1","Fst472"
"Fst473","0","Fst473"
"Fst474","0","Fst474"
"Fst475","0","Fst475"
"Fst476","1","Fst476"
"Fst477","1","Fst477"
"Fst478","0","Fst478"
"Fst479","0","Fst479"
"Fst480","0","Fst480"
"Fst481","0","Fst481"
"Fst482","1","Fst482"
"Fst483","1","Fst483"
"Fst484","0","Fst484"
"Fst485","0","Fst485"
"Fst486","0","Fst486"
"Fst487","1","Fst487"
"Fst488","0","Fst488"
"Fst489","0","Fst489"
"Fst490","1","Fst490"
"Fst491","1","Fst491"
"Fst492","1","Fst492"
"Fst493","0","Fst493"
"Fst494","1","Fst494"
"Fst495","1","Fst495"
"Fst496","1","Fst496"
"Fst497","1","Fst497"
"Fst498","1","Fst498"
"Fst499","0","Fst499"
"Fst500","1","Fst500"
"Fst501","1","Fst501"
"Fst502","0","Fst502"
"Fst503","0","Fst503"
"Fst504","1","Fst504"
"Fst505","1","Fst505"
"Fst506","1","Fst506"
"Fst507","0","Fst507"
"Fst508","0","Fst508"
"Fst509","1","Fst509"
"Fst510","1","Fst510"
"Fst511","1","Fst511"
"Fst512","1","Fst512"
"Fst513","1","Fst513"
"Fst514","0","Fst514"
"Fst515","0","Fst515"
"Fst516","0","Fst516"
"Fst517","1","Fst517"
"Fst518","1","Fst518"
"Fst519","1","Fst519"
"Fst520","1","Fst520"
"Fst521","1","Fst521"
"Fst522","1","Fst522"
"Fst523","0","Fst523"
"Fst524","0","Fst524"
"Fst525","0","Fst525"
"Fst526","0","Fst526"
"Fst527","1","Fst527"
"Fst528","1","Fst528"
"Fst529","0","Fst529"
"Fst530","1","Fst530"
"Fst531","1","Fst531"
"Fst532","1","Fst532"
"Fst533","1","Fst533"
"Fst534","1","Fst534"
"Fst535","1","Fst535"
"Fst536","0","Fst536"
"Fst537","1","Fst537"
"Fst538","1","Fst538"
"Fst539","1","Fst539"
"Fst540","1","Fst540"
"Fst541","1","Fst541"
"Fst542","0","Fst542"
"Fst543","0","Fst543"
"Fst544","1","Fst544"
"Fst545","0","Fst545"
"Fst546","1","Fst546"
"Fst547","0","Fst547"
"Fst548","1","Fst548"
"Fst549","1","Fst549"
"Fst550","1","Fst550"
"Fst551","1","Fst551"
"Fst552","0","Fst552"
"Fst553","1","Fst553"
"Fst554","0","Fst554"
"Fst555","1","Fst555"
"Fst556","0","Fst556"
"Fst557","0","Fst557"
"Fst558","1","Fst558"
"Fst559","1","Fst559"
"Fst560","0","Fst560"
"Fst561","1","Fst561"
"Fst562","1","Fst562"
"Fst563","0","Fst563"
"Fst564","1","Fst564"
"Fst565","0","Fst565"
"Fst566","1","Fst566"
"Fst567","1","Fst567"
"Fst568","1","Fst568"
"Fst569","0","Fst569"
"Fst570","1","Fst570"
"Fst571","0","Fst571"
"Fst572","1","Fst572"
"Fst573","1","Fst573"
"Fst574","0","Fst574"
"Fst575","0","Fst575"
"Fst576","0","Fst576"
"Fst577","0","Fst577"
"Fst578","1","Fst578"
"Fst579","1","Fst579"
"Fst580","0","Fst580"
"Fst581","1","Fst581"
"Fst582","0","Fst582"
"Fst583","0","Fst583"
"Fst584","1","Fst584"
"Fst585","1","Fst585"
"Fst586","0","Fst586"
"Fst587","1","Fst587"
"Fst588","1","Fst588"
"Fst589","1","Fst589"
"Fst590","1","Fst590"
"Fst591","0","Fst591"
"Fst592","0","Fst592"
"Fst593","1","Fst593"
"Fst594","0","Fst594"
"Fst595","1","Fst595"
"Fst596","1","Fst596"
"Fst597","1","Fst597"
"Fst598","0","Fst598"
"Fst599","0","Fst599"
"Fst600","1","Fst600"
"Fst601","1","Fst601"
"Fst602","0","Fst602"
"Fst603","0","Fst603"
"Fst604","0","Fst604"
"Fst605","1","Fst605"
"Fst606","1","Fst606"
"Fst607","0","Fst607"
"Fst608","1","Fst608"
"Fst609","0","Fst609"
"Fst610","1","Fst610"
"Fst611","0","Fst611"
"Fst612","0","Fst612"
"Fst613","0","Fst613"
"Fst614","1","Fst614"
"Fst615","0","Fst615"
"Fst616","1","Fst616"
"Fst617","1","Fst617"
"Fst618","1","Fst618"
"Fst619","1","Fst619"
"Fst620","1","Fst620"
"Fst621","1","Fst621"
"Fst622","1","Fst622"
"Fst623","0","Fst623"
"Fst624","1","Fst624"
"Fst625","0","Fst625"
"Fst626","1","Fst626"
"Fst627","0","Fst627"
"Fst628","1","Fst628"
"Fst629","0","Fst629"
"Fst630","0","Fst630"
"Fst631","1","Fst631"
"Fst632","1","Fst632"
"Fst633","1","Fst633"
"Fst634","1","Fst634"
"Fst635","1","Fst635"
"Fst636","1","Fst636"
"Fst637","0","Fst637"
"Fst638","1","Fst638"
"Fst639","1","Fst639"
"Fst640","1","Fst640"
"Fst641","0","Fst641"
"Fst642","1","Fst642"
"Fst643","0","Fst643"
"Fst644","1","Fst644"
"Fst645","0","Fst645"
"Fst646","0","Fst646"
"Fst647","0","Fst647"
"Fst648","1","Fst648"
"Fst649","1","Fst649"
"Fst650","0","Fst650"
"Fst651","1","Fst651"
"Fst652","1","Fst652"
"Fst653","1","Fst653"
"Fst654","0","Fst654"
"Fst655","0","Fst655"
"Fst656","0","Fst656"
"Fst657","1","Fst657"
"Fst658","1","Fst658"
"Fst659","0","Fst659"
"Fst660","1","Fst660"
"Fst661","0","Fst661"
"Fst662","0","Fst662"
"Fst663","0","Fst663"
"Fst664","1","Fst664"
"Fst665","0","Fst665"
"Fst666","0","Fst666"
"Fst667","0","Fst667"
"Fst668","0","Fst668"
"Fst669","0","Fst669"
"Fst670","0","Fst670"
"Fst671","1","Fst671"
"Fst672","1","Fst672"
"Fst673","1","Fst673"
"Fst674","1","Fst674"
"Fst675","1","Fst675"
"Fst676","0","Fst676"
"Fst677","1","Fst677"
"Fst678","1","Fst678"
"Fst679","1","Fst679"
"Fst680","1","Fst680"
"Fst681","1","Fst681"
"Fst682","1","Fst682"
"Fst683","1","Fst683"
"Fst684","1","Fst684"
"Fst685","1","Fst685"
"Fst686","1","Fst686"
"Fst687","1","Fst687"
"Fst688","1","Fst688"
"Fst689","0","Fst689"
"Fst690","0","Fst690"
"Fst691","0","Fst691"
"Fst692","0","Fst692"
"Fst693","1","Fst693"
"Fst694","1","Fst694"
"Fst695","1","Fst695"
"Fst696","0","Fst696"
"Fst697","0","Fst697"
"Fst698","0","Fst698"
"Fst699","0","Fst699"
"Fst700","0","Fst700"
"Fst701","0","Fst701"
"Fst702","1","Fst702"
"Fst703","1","Fst703"
"Fst704","0","Fst704"
"Fst705","1","Fst705"
"Fst706","1","Fst706"
"Fst707","0","Fst707"
"Fst708","0","Fst708"
"Fst709","1","Fst709"
"Fst710","0","Fst710"
"Fst711","1","Fst711"
"Fst712","1","Fst712"
"Fst713","1","Fst713"
"Fst714","1","Fst714"
"Fst715","1","Fst715"
"Fst716","1","Fst716"
"Fst717","1","Fst717"
"Fst718","0","Fst718"
"Fst719","0","Fst719"
"Fst720","1","Fst720"
"Fst721","1","Fst721"
"Fst722","0","Fst722"
"Fst723","0","Fst723"
"Fst724","1","Fst724"
"Fst725","1","Fst725"
"Fst726","0","Fst726"
"Fst727","0","Fst727"
"Fst728","0","Fst728"
"Fst729","1","Fst729"
"Fst730","1","Fst730"
"Fst731","0","Fst731"
"Fst732","1","Fst732"
"Fst733","0","Fst733"
"Fst734","0","Fst734"
"Fst735","0","Fst735"
"Fst736","1","Fst736"
"Fst737","1","Fst737"
"Fst738","1","Fst738"
"Fst739","0","Fst739"
"Fst740","1","Fst740"
"Fst741","1","Fst741"
"Fst742","1","Fst742"
"Fst743","0","Fst743"
"Fst744","1","Fst744"
"Fst745","1","Fst745"
"Fst746","0","Fst746"
"Fst747","0","Fst747"
"Fst748","1","Fst748"
"Fst749","0","Fst749"
"Fst750","1","Fst750"
